timestamp,simple-path,time
"2022-04-11 12:46:46.047","/master/welcome",16683
"2022-04-11 12:46:47.171","/master/welcome",1074
"2022-04-11 12:46:48.194","http://www.example.com",615
"2022-04-11 12:46:51.577","/master/welcome",1069
"2022-04-11 12:46:52.618","/master/welcome",932
"2022-04-11 12:46:56.096","/anonymous/user-account/create",3227
"2022-04-11 12:46:58.757","/master/welcome",531
"2022-04-11 12:46:59.371","/master/welcome",582
"2022-04-11 12:47:00.717","/anonymous/user-account/create",1124
"2022-04-11 12:47:03.777","/master/welcome",951
"2022-04-11 12:47:04.681","/master/welcome",854
"2022-04-11 12:47:06.584","/anonymous/user-account/create",1656
"2022-04-11 12:47:09.553","/master/welcome",857
"2022-04-11 12:47:10.564","/master/welcome",963
"2022-04-11 12:47:12.409","/anonymous/user-account/create",1628
"2022-04-11 12:47:15.291","/master/welcome",780
"2022-04-11 12:47:16.26","/master/welcome",923
"2022-04-11 12:47:18.129","/anonymous/user-account/create",1634
"2022-04-11 12:47:21.407","/master/welcome",1112
"2022-04-11 12:47:22.312","/master/welcome",868
"2022-04-11 12:47:23.683","/anonymous/user-account/create",598
"2022-04-11 12:47:26.244","/master/welcome",453
"2022-04-11 12:47:26.792","/master/welcome",500
"2022-04-11 12:47:28.16","/anonymous/user-account/create",1165
"2022-04-11 12:47:31.187","/master/welcome",924
"2022-04-11 12:47:32.115","/master/welcome",878
"2022-04-11 12:47:34.025","/anonymous/user-account/create",1130
"2022-04-11 12:47:36.943","/master/welcome",811
"2022-04-11 12:47:37.904","/master/welcome",916
"2022-04-11 12:47:39.804","/anonymous/user-account/create",1648
"2022-04-11 12:47:42.704","/master/welcome",797
"2022-04-11 12:47:43.527","/master/welcome",779
"2022-04-11 12:47:45.399","/anonymous/user-account/create",1637
"2022-04-11 12:47:48.371","/master/welcome",865
"2022-04-11 12:47:49.214","/master/welcome",798
"2022-04-11 12:47:51.073","/anonymous/user-account/create",1626
"2022-04-11 12:47:54.006","/master/welcome",831
"2022-04-11 12:47:54.84","/master/welcome",785
"2022-04-11 12:47:56.731","/anonymous/user-account/create",1663
