timestamp,simple-path,time
"2022-05-23 17:36:21.68","/master/welcome",6127
"2022-05-23 17:36:24.039","/any/chirp/list",2187
"2022-05-23 17:36:27.975","/master/welcome",473
"2022-05-23 17:36:28.66","/any/chirp/list",562
"2022-05-23 17:36:30.876","/any/chirp/create",2152
"2022-05-23 17:36:33.515","/any/chirp/list",580
"2022-05-23 17:36:34.903","/master/welcome",405
"2022-05-23 17:36:35.579","/any/chirp/list",549
"2022-05-23 17:36:36.206","/any/chirp/create",566
"2022-05-23 17:36:38.2","/any/chirp/create",571
"2022-05-23 17:36:39.773","/master/welcome",393
"2022-05-23 17:36:40.976","/any/item/list-tool",1080
"2022-05-23 17:36:44.642","/any/item/show",1627
"2022-05-23 17:36:45.628","/master/welcome",393
"2022-05-23 17:36:46.314","/any/item/list-tool",565
"2022-05-23 17:36:48.996","/any/item/show",562
"2022-05-23 17:36:49.991","/master/welcome",422
"2022-05-23 17:36:50.767","/any/item/list-tool",567
"2022-05-23 17:36:53.37","/any/item/show",558
"2022-05-23 17:36:55.581","/master/welcome",452
"2022-05-23 17:36:56.28","/any/item/list-component",576
"2022-05-23 17:36:58.941","/master/welcome",418
"2022-05-23 17:36:59.633","/any/item/list-component",561
"2022-05-23 17:37:03.373","/master/welcome",382
"2022-05-23 17:37:03.77","/master/welcome",365
"2022-05-23 17:37:04.926","/master/sign-in",1099
"2022-05-23 17:37:06.203","/master/welcome",578
"2022-05-23 17:37:07.454","/inventor/patronage/list",551
"2022-05-23 17:37:10.575","/inventor/patronage/show",1090
"2022-05-23 17:37:11.819","/master/welcome",437
"2022-05-23 17:37:12.461","/master/welcome",578
"2022-05-23 17:37:16.032","/master/welcome",368
"2022-05-23 17:37:16.446","/master/welcome",376
"2022-05-23 17:37:17.092","/master/sign-in",575
"2022-05-23 17:37:18.337","/master/welcome",565
"2022-05-23 17:37:19.102","/patron/patronage-report/list",561
"2022-05-23 17:37:21.342","/patron/patronage-report/show",566
"2022-05-23 17:37:22.002","/master/welcome",363
"2022-05-23 17:37:22.619","/master/welcome",560
"2022-05-23 17:37:26.299","/master/welcome",412
"2022-05-23 17:37:26.718","/master/welcome",390
"2022-05-23 17:37:27.881","/anonymous/user-account/create",1099
"2022-05-23 17:37:30.72","/master/welcome",569
"2022-05-23 17:37:33.15","/master/welcome",350
"2022-05-23 17:37:33.774","/master/sign-in",569
"2022-05-23 17:37:35.05","/master/welcome",561
"2022-05-23 17:37:36.305","/authenticated/patron/create",1097
"2022-05-23 17:37:38.228","/master/welcome",569
"2022-05-23 17:37:38.656","/master/welcome",392
"2022-05-23 17:37:39.283","/master/welcome",566
"2022-05-23 17:37:41.798","/master/welcome",424
"2022-05-23 17:37:42.229","/master/welcome",395
"2022-05-23 17:37:42.853","/anonymous/user-account/create",563
"2022-05-23 17:37:45.672","/master/welcome",554
"2022-05-23 17:37:48.079","/master/welcome",335
"2022-05-23 17:37:48.718","/master/sign-in",580
"2022-05-23 17:37:49.979","/master/welcome",561
"2022-05-23 17:37:50.684","/authenticated/patron/create",550
"2022-05-23 17:37:51.562","/authenticated/patron/create",563
"2022-05-23 17:37:51.935","/master/welcome",331
"2022-05-23 17:37:52.558","/master/welcome",562
"2022-05-23 17:37:56.153","/master/welcome",376
"2022-05-23 17:37:56.531","/master/welcome",346
"2022-05-23 17:37:57.16","/master/sign-in",565
"2022-05-23 17:37:58.435","/master/welcome",565
"2022-05-23 17:37:59.153","/authenticated/patron/update",564
"2022-05-23 17:38:01.166","/master/welcome",575
"2022-05-23 17:38:01.859","/authenticated/patron/update",567
"2022-05-23 17:38:02.366","/master/welcome",339
"2022-05-23 17:38:02.989","/master/welcome",562
"2022-05-23 17:38:05.48","/master/welcome",393
"2022-05-23 17:38:05.892","/master/welcome",380
"2022-05-23 17:38:06.506","/master/sign-in",555
"2022-05-23 17:38:07.766","/master/welcome",563
"2022-05-23 17:38:08.486","/authenticated/patron/update",564
"2022-05-23 17:38:09.38","/authenticated/patron/update",566
"2022-05-23 17:38:09.827","/master/welcome",391
"2022-05-23 17:38:10.461","/master/welcome",563
"2022-05-23 17:38:14.113","/master/welcome",391
"2022-05-23 17:38:14.517","/master/welcome",374
"2022-05-23 17:38:15.145","/master/sign-in",564
"2022-05-23 17:38:16.419","/master/welcome",560
"2022-05-23 17:38:17.176","/authenticated/system-configuration/show",579
"2022-05-23 17:38:18.835","/master/welcome",398
"2022-05-23 17:38:19.227","/master/welcome",360
"2022-05-23 17:38:19.85","/master/sign-in",564
"2022-05-23 17:38:21.127","/master/welcome",567
"2022-05-23 17:38:22.406","/authenticated/announcement/listRecent",570
"2022-05-23 17:38:26.665","/master/welcome",395
"2022-05-23 17:38:27.077","/master/welcome",380
"2022-05-23 17:38:27.701","/anonymous/user-account/create",563
"2022-05-23 17:38:30.58","/master/welcome",548
"2022-05-23 17:38:32.999","/master/welcome",346
"2022-05-23 17:38:33.614","/master/sign-in",555
"2022-05-23 17:38:34.873","/master/welcome",552
"2022-05-23 17:38:35.587","/authenticated/inventor/create",562
"2022-05-23 17:38:37.516","/master/welcome",544
"2022-05-23 17:38:37.917","/master/welcome",364
"2022-05-23 17:38:38.536","/master/welcome",555
"2022-05-23 17:38:41.02","/master/welcome",394
"2022-05-23 17:38:41.379","/master/welcome",332
"2022-05-23 17:38:42.0","/anonymous/user-account/create",558
"2022-05-23 17:38:44.929","/master/welcome",581
"2022-05-23 17:38:47.358","/master/welcome",348
"2022-05-23 17:38:47.98","/master/sign-in",560
"2022-05-23 17:38:49.259","/master/welcome",580
"2022-05-23 17:38:49.977","/authenticated/inventor/create",561
"2022-05-23 17:38:50.833","/authenticated/inventor/create",564
"2022-05-23 17:38:51.252","/master/welcome",364
"2022-05-23 17:38:51.904","/master/welcome",585
"2022-05-23 17:38:55.538","/master/welcome",435
"2022-05-23 17:38:55.937","/master/welcome",370
"2022-05-23 17:38:56.553","/master/sign-in",556
"2022-05-23 17:38:57.812","/master/welcome",565
"2022-05-23 17:38:58.52","/authenticated/inventor/update",552
"2022-05-23 17:39:00.523","/master/welcome",566
"2022-05-23 17:39:01.206","/authenticated/inventor/update",555
"2022-05-23 17:39:01.754","/master/welcome",374
"2022-05-23 17:39:02.379","/master/welcome",565
"2022-05-23 17:39:04.836","/master/welcome",377
"2022-05-23 17:39:05.224","/master/welcome",357
"2022-05-23 17:39:05.867","/master/sign-in",583
"2022-05-23 17:39:07.129","/master/welcome",564
"2022-05-23 17:39:07.84","/authenticated/inventor/update",558
"2022-05-23 17:39:08.721","/authenticated/inventor/update",565
"2022-05-23 17:39:09.127","/master/welcome",358
"2022-05-23 17:39:09.75","/master/welcome",563
"2022-05-23 17:39:13.78","/master/welcome",396
"2022-05-23 17:39:14.184","/master/welcome",378
"2022-05-23 17:39:15.401","http://www.example.com",1093
"2022-05-23 17:39:16.955","/master/welcome",435
"2022-05-23 17:39:17.364","/master/welcome",376
"2022-05-23 17:39:17.985","/anonymous/user-account/create",562
"2022-05-23 17:39:20.842","/master/welcome",575
"2022-05-23 17:39:23.274","/master/welcome",358
"2022-05-23 17:39:23.89","/master/sign-in",553
"2022-05-23 17:39:25.133","/master/welcome",562
"2022-05-23 17:39:25.555","/master/welcome",367
"2022-05-23 17:39:26.183","/master/welcome",562
"2022-05-23 17:39:28.689","/master/welcome",407
"2022-05-23 17:39:29.071","/master/welcome",350
"2022-05-23 17:39:29.686","/anonymous/user-account/create",551
"2022-05-23 17:39:32.523","/master/welcome",564
"2022-05-23 17:39:34.939","/master/welcome",343
"2022-05-23 17:39:35.555","/master/sign-in",556
"2022-05-23 17:39:36.791","/master/welcome",553
"2022-05-23 17:39:37.202","/master/welcome",345
"2022-05-23 17:39:37.82","/master/welcome",559
"2022-05-23 17:39:40.292","/master/welcome",374
"2022-05-23 17:39:40.705","/master/welcome",380
"2022-05-23 17:39:41.336","/anonymous/user-account/create",564
"2022-05-23 17:39:44.181","/master/welcome",579
"2022-05-23 17:39:46.621","/master/welcome",359
"2022-05-23 17:39:47.248","/master/sign-in",567
"2022-05-23 17:39:48.525","/master/welcome",562
"2022-05-23 17:39:48.9","/master/welcome",313
"2022-05-23 17:39:49.514","/master/welcome",552
"2022-05-23 17:39:52.007","/master/welcome",391
"2022-05-23 17:39:52.417","/master/welcome",379
"2022-05-23 17:39:53.04","/anonymous/user-account/create",561
"2022-05-23 17:39:55.397","/master/welcome",563
"2022-05-23 17:39:57.88","/master/welcome",413
"2022-05-23 17:39:58.525","/master/sign-in",584
"2022-05-23 17:39:59.822","/master/welcome",576
"2022-05-23 17:40:00.228","/master/welcome",332
"2022-05-23 17:40:00.879","/master/welcome",583
"2022-05-23 17:40:03.368","/master/welcome",379
"2022-05-23 17:40:03.742","/master/welcome",351
"2022-05-23 17:40:04.364","/anonymous/user-account/create",561
"2022-05-23 17:40:07.181","/master/welcome",554
"2022-05-23 17:40:09.637","/master/welcome",371
"2022-05-23 17:40:10.255","/master/sign-in",555
"2022-05-23 17:40:11.539","/master/welcome",586
"2022-05-23 17:40:11.93","/master/welcome",330
"2022-05-23 17:40:12.553","/master/welcome",561
"2022-05-23 17:40:15.052","/master/welcome",390
"2022-05-23 17:40:15.466","/master/welcome",381
"2022-05-23 17:40:16.11","/anonymous/user-account/create",585
"2022-05-23 17:40:18.512","/master/welcome",579
"2022-05-23 17:40:20.938","/master/welcome",347
"2022-05-23 17:40:21.563","/master/sign-in",562
"2022-05-23 17:40:22.813","/master/welcome",568
"2022-05-23 17:40:23.247","/master/welcome",372
"2022-05-23 17:40:23.863","/master/welcome",554
"2022-05-23 17:40:26.43","/master/welcome",461
